measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Nebraska,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,6860.786942444062,8132.300091427282,5753.205109944504
Incidence,Nebraska,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,7129.606939448685,8811.653283806218,5640.305013817955
Incidence,Arizona,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6510.849268305818,7730.246224776996,5415.793257571753
Incidence,Arizona,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6813.422950153936,8355.708317761455,5382.202365259444
Incidence,Tennessee,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,7009.65281817843,8377.454780465583,5808.037344551446
Incidence,Tennessee,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,7332.639454042777,8985.956463895698,5768.2725067183865
Incidence,Wisconsin,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6769.38882523238,7996.633117989305,5639.072751271345
Incidence,Wisconsin,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7046.9777824856,8683.41851369209,5580.0998191824365
Incidence,Georgia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6919.006589555793,8247.576053629778,5765.255052952021
Incidence,Georgia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7795.684650177443,9517.079090147385,6270.686012683711
Incidence,Vermont,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6839.323431007502,8144.851532150376,5701.8603135565845
Incidence,Vermont,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7251.112888578934,8852.240786339598,5725.022446616013
Incidence,Indiana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6739.38608124985,7992.474294621933,5641.316032556627
Incidence,Indiana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7132.90610254353,8736.530270711992,5689.839907909236
Incidence,Iowa,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,6824.578982561141,8112.5886480863355,5705.948526840722
Incidence,Iowa,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,7018.009023309182,8658.955566312054,5621.0011498548665
Incidence,South Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6626.3436454400135,7768.708845800107,5580.171463285732
Incidence,South Carolina,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7006.9154386189,8612.486017925583,5599.015632115889
Incidence,Missouri,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6686.442591235112,7946.183672326335,5579.698470555396
Incidence,Missouri,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7620.82273520364,9207.744018124708,6146.814201669311
Incidence,Pennsylvania,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6688.090595330288,7922.782717867786,5584.1437775399945
Incidence,Pennsylvania,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7628.459603985005,9276.971882343407,6140.1114907635365
Incidence,New Hampshire,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6770.815804553802,8069.740928065454,5644.86034196741
Incidence,New Hampshire,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7168.226193028955,8837.242365950464,5602.153961714014
Incidence,South Dakota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6438.788080389512,7672.0535486029685,5371.650387428736
Incidence,South Dakota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6706.953140635288,8166.534361187702,5343.846969305408
Incidence,South Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6821.054999822164,7971.360184745136,5747.470875955503
Incidence,South Carolina,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7172.967865207372,8826.677911689194,5729.967147369158
Incidence,Idaho,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6573.166174971183,7776.800599389578,5474.427312397133
Incidence,Idaho,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6960.210861468869,8500.120276887683,5533.9588878639715
Incidence,Arkansas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6594.5769400735735,7778.535521303483,5506.376287266578
Incidence,Arkansas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6896.7056540960275,8411.162289320642,5496.124916272794
Incidence,Rhode Island,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6780.057371153254,8028.860894337796,5686.599898652207
Incidence,Rhode Island,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7103.505585572563,8754.746159475635,5641.97688850765
Incidence,California,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,7054.0121450018105,8292.384669090274,5899.069488264019
Incidence,California,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,7261.388897499503,9034.635685429226,5759.875812005992
Incidence,Oklahoma,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6639.668705938143,7877.327596207352,5558.853737966641
Incidence,Oklahoma,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6921.604977175486,8452.152998359075,5512.4663759654295
Incidence,Mississippi,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6709.74751032721,7944.159322043688,5644.551419974038
Incidence,Mississippi,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7065.046551713991,8622.155129371738,5597.491478242311
Incidence,Texas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,6964.013544341568,8297.168681537109,5807.371445669356
Incidence,Texas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,7585.336733117205,9276.90814292517,6019.397229570338
Incidence,Iowa,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6579.904345009942,7776.906414287437,5517.154793921928
Incidence,Iowa,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6785.146749613045,8259.710447595733,5388.579286255744
Incidence,Montana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6568.164798542398,7781.150130729071,5495.853206082909
Incidence,Montana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6921.311452753176,8441.448742686667,5508.658940555268
Incidence,South Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2004,7061.543988344818,8326.7339923143,5937.640684210264
Incidence,South Carolina,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2004,7336.778328602515,9023.85933936685,5829.507398167508
Incidence,Virginia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7039.927075365046,8373.72798446305,5882.920097500472
Incidence,Virginia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7438.939667762566,9105.018314949164,5845.427330954637
Incidence,Wyoming,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6838.184475834779,8091.265855125276,5706.450134759958
Incidence,Wyoming,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7161.572835503008,8709.21784576647,5718.237042623813
Incidence,Oregon,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6794.3271154057475,8029.839628658003,5695.625055097321
Incidence,Oregon,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7100.653974494205,8672.740542304611,5650.234803767612
Incidence,Arizona,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6685.748696914075,7952.696252881392,5549.0796857271325
Incidence,Arizona,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6967.138261587888,8511.41797584922,5534.6298960210215
Incidence,Missouri,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,6931.537870316511,8248.847461311112,5794.820600613025
Incidence,Missouri,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,7904.924807100133,9627.778796921111,6289.635945981872
Incidence,Alaska,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7161.91528709237,8508.215242678109,5984.218171384756
Incidence,Alaska,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7628.009846157818,9298.166930855385,6077.978992149405
Incidence,Oklahoma,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,6874.221501309278,8150.891577505232,5802.917460349736
Incidence,Oklahoma,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,7142.382873269197,8834.869456492437,5644.4484037211605
Incidence,Mississippi,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6617.608891406285,7845.478784780691,5543.5362276731485
Incidence,Mississippi,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6988.6349710255845,8541.741892984284,5518.03842035776
Incidence,Utah,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,6646.251113800074,7819.68905028763,5548.402723305622
Incidence,Utah,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,7052.5776267078245,8656.392303180268,5674.273550464787
Incidence,Colorado,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,7239.103434435832,8604.936060694641,6055.3219536231045
Incidence,Colorado,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,7543.3033553516425,9298.886285954797,5975.594787619471
Incidence,Connecticut,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,6978.516360834143,8359.35186141277,5767.170463128242
Incidence,Connecticut,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,7277.526078725574,8912.89469958566,5737.823499776669
Incidence,Illinois,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6820.403044114044,8105.313812445515,5634.879574119768
Incidence,Illinois,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7134.838658294594,8772.521488192211,5667.704966464554
Incidence,Nevada,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6842.624074087513,8118.958824923557,5642.324783482747
Incidence,Nevada,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7191.425890807497,8866.03916143092,5631.851372680145
Incidence,California,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6968.400283121262,8200.969750027021,5815.369804449558
Incidence,California,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7221.264138970146,8912.792736663614,5735.398555579966
Incidence,Louisiana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7234.490327927527,8483.887442929843,6068.6343204041805
Incidence,Louisiana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7264.479203207512,8872.499973095242,5813.384965269963
Incidence,Ohio,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6787.963241442981,8049.991800702416,5684.2270535836
Incidence,Ohio,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7084.478380551112,8656.99849773513,5683.588410937236
Incidence,Kansas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,6848.368708633006,8082.048066633538,5746.882100328849
Incidence,Kansas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,7124.268553005758,8892.498504180166,5647.27685856669
Incidence,South Dakota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6629.579223373025,7865.509629249412,5561.564891889989
Incidence,South Dakota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6874.242021182385,8371.477493609893,5533.00572972816
Incidence,Hawaii,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6873.74323544531,8141.074651011157,5746.138507519114
Incidence,Hawaii,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7120.255823483141,8707.500864857113,5686.571382656465
Incidence,Minnesota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6887.596036656559,8211.794474068538,5745.180735256882
Incidence,Minnesota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7192.531698457026,8860.305680934234,5698.291435807196
Incidence,Arkansas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,6778.6205603952485,8018.131768939411,5646.511453319326
Incidence,Arkansas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,7048.605628485302,8673.26380580736,5599.8026341115
Incidence,Ohio,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6691.547327905803,7930.377305855359,5614.111747389183
Incidence,Ohio,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6994.864082397742,8554.28879713751,5587.5481209818545
Incidence,Alabama,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6717.2852834532505,7900.889841238347,5619.592086432594
Incidence,Alabama,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7047.608682079743,8589.722449500921,5591.186070493197
Incidence,Maine,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6615.566120636029,7846.747319620217,5478.653657656527
Incidence,Maine,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6942.3801473095045,8495.674781599944,5551.079519359641
Incidence,California,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6877.6604548264595,8119.473040257737,5708.203731412642
Incidence,California,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7179.563203912041,8780.979989398224,5693.197643756439
Incidence,Delaware,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6773.259292072246,8068.949042459422,5619.709539575591
Incidence,Delaware,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7185.998787969526,8817.662397164426,5695.300776151276
Incidence,Connecticut,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6847.439660150889,8192.417959131428,5667.70618596366
Incidence,Connecticut,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7168.682322671213,8770.462398495927,5650.237798879452
Incidence,West Virginia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6651.00064168098,7866.8418069601275,5558.599010061268
Incidence,West Virginia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6830.545014112374,8325.619417463791,5384.954891048776
Incidence,Washington,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7146.862651826172,8376.435310240062,5995.1186616970845
Incidence,Washington,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6925.2349249858335,8565.837180842076,5447.843468601516
Incidence,Texas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6868.34043491541,8186.46420012,5725.624649762925
Incidence,Texas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7491.099940311262,9165.184335681151,5962.651120241328
Incidence,Kentucky,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6812.542337157613,8044.005300734288,5636.951461005085
Incidence,Kentucky,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7112.706205214297,8744.391639088402,5674.012935929198
Incidence,New Mexico,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6488.986556821362,7767.783299296955,5425.035486596108
Incidence,New Mexico,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6832.878310864556,8285.286264525916,5432.117720162857
Incidence,North Dakota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,6858.490827699615,8069.058324824001,5775.921051495474
Incidence,North Dakota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,7059.66060994636,8634.56321817372,5640.053302236848
Incidence,Arkansas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6688.594940595573,7918.729707605385,5592.591667961556
Incidence,Arkansas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6975.430137079028,8564.560071421149,5559.914071166305
Incidence,Oklahoma,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6730.479026759042,7981.693281200613,5660.639458250714
Incidence,Oklahoma,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7012.027953654072,8557.970242244155,5580.620702230884
Incidence,New Jersey,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6777.430534607091,8101.575440413845,5583.817235581678
Incidence,New Jersey,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6709.93999071611,8276.466692998696,5219.762923760173
Incidence,Minnesota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6786.171962997095,8087.732708213424,5658.796221503197
Incidence,Minnesota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7100.460450354365,8713.104110192953,5612.114156154904
Incidence,Tennessee,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6815.754093697691,8124.52549099075,5650.497283170051
Incidence,Tennessee,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7131.680398263139,8795.420351622315,5659.40951302436
Incidence,Kentucky,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6904.6358313040555,8125.292541903056,5728.946903553056
Incidence,Kentucky,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7220.398323700851,8866.343665191302,5737.783033020291
Incidence,Alabama,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6642.151187169333,7834.065354396662,5537.279578230782
Incidence,Alabama,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6970.723564875681,8516.02332883178,5526.820455527687
Incidence,Nevada,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6922.234494707052,8226.48091493767,5712.308446219229
Incidence,Nevada,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7261.571530125344,8930.380524541579,5720.156734436273
Incidence,Illinois,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6905.2426789060355,8211.649769946836,5721.495408949167
Incidence,Illinois,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7222.943719196549,8873.9438478392,5713.572905604527
Incidence,Montana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,6834.666742138794,8083.43246074015,5754.78244484139
Incidence,Montana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,7190.563595562527,8924.23398331243,5736.02383854343
Incidence,Indiana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,6853.941164901713,8120.724479597502,5724.195694337978
Incidence,Indiana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,7267.3658020916955,8943.43470410144,5789.056362183314
Incidence,Nebraska,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6607.232119184999,7819.651662825042,5505.147377390137
Incidence,Nebraska,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6895.595614676281,8397.679422400064,5481.834497666995
Incidence,Colorado,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7027.156057226426,8330.620640685112,5853.185233381354
Incidence,Colorado,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7340.006126593202,9005.397745054099,5832.387942264621
Incidence,Kansas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6589.159868469813,7795.435539057958,5529.717783340977
Incidence,Kansas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6900.369129429841,8508.49899778211,5508.598028410514
Incidence,Florida,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6431.33966890879,7684.777352315542,5312.752217513989
Incidence,Florida,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6800.937716848452,8329.226989988108,5354.314891515278
Incidence,District of Columbia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7561.245003468243,8947.980729827035,6311.836675892081
Incidence,District of Columbia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,8020.950831113286,9958.021299500882,6470.108297316968
Incidence,Wisconsin,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6685.970204700155,7921.0147693367535,5553.132325931473
Incidence,Wisconsin,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6962.245218654961,8620.266564475032,5538.826309153917
Incidence,North Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,7046.232488263688,8367.38435467683,5880.76028051137
Incidence,North Carolina,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,7375.436420242433,9118.711201324648,5875.125531742393
Incidence,North Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6834.834029170122,8145.396802372886,5659.893783792129
Incidence,North Carolina,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7169.026911497684,8751.69239954255,5681.778168689951
Incidence,New Hampshire,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6855.596145240045,8168.648243685474,5699.151642421234
Incidence,New Hampshire,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7259.717403944327,8933.560040064762,5665.913702123866
Incidence,Indiana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6795.3152195221455,8050.614514723828,5685.355243079908
Incidence,Indiana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7201.2635540530555,8842.701351865118,5731.363117431775
Incidence,Louisiana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7307.500291293698,8514.2956268402,6158.591208710717
Incidence,Louisiana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7368.8095581224425,8932.683141887512,5917.7728390198445
Incidence,Texas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6768.576618582285,8065.00036060433,5656.810065141781
Incidence,Texas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7382.902451174252,9042.395046201647,5894.387724897865
Incidence,Kentucky,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,7055.3989200486485,8307.483566282292,5853.000104483135
Incidence,Kentucky,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,7375.571962697203,9090.724824934032,5850.475700334587
Incidence,Georgia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6828.771513617073,8139.31850814595,5683.46209818321
Incidence,Georgia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7737.706450896469,9440.044417226081,6191.37738443481
Incidence,Missouri,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6781.764123215407,8051.74894919407,5676.114801969311
Incidence,Missouri,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7730.023926025202,9372.61301770879,6194.558663428954
Incidence,Maine,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6696.036608350488,7935.540587446168,5563.604100349234
Incidence,Maine,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7053.253475477995,8618.179193295387,5637.778457887805
Incidence,Maryland,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6899.499446606324,8168.474005154774,5749.700964234382
Incidence,Maryland,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7303.105735121691,9074.658161288886,5775.568081478651
Incidence,Connecticut,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6764.767458473945,8084.7643267168605,5601.322610634307
Incidence,Connecticut,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7094.549296171294,8726.262451075652,5612.548013543284
Incidence,North Dakota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6677.102010219538,7820.613977927887,5588.679554403673
Incidence,North Dakota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6878.85121056173,8363.234721599263,5537.934437347136
Incidence,Vermont,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,6997.901761175994,8344.338986858922,5814.886951005164
Incidence,Vermont,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2005,7405.848535418784,9152.677357205937,5876.149168718133
Incidence,New York,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6888.376065898683,8211.819474165351,5717.943178277508
Incidence,New York,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7529.921386127965,9106.652516140977,6041.603612116557
Incidence,Oregon,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6720.649667197315,7951.789207356599,5631.579578570501
Incidence,Oregon,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7014.112380866614,8556.071181848778,5602.997580347384
Incidence,Utah,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6454.760915628825,7644.167652572639,5371.730854424282
Incidence,Utah,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6891.069279302961,8517.066599912197,5535.825632051582
Incidence,Montana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6670.253306784354,7874.56930477663,5592.672892573598
Incidence,Montana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7030.510558003824,8626.467315961083,5609.570279204886
Incidence,Delaware,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,6675.962775732173,7943.843320557589,5536.556476428406
Incidence,Delaware,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7081.219487901477,8708.15814064818,5634.043808839775
Incidence,Massachusetts,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6790.908768603415,8107.507589356117,5654.314264612349
Incidence,Massachusetts,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7146.908431547567,8754.023710210093,5640.968793330959
Incidence,Pennsylvania,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6613.647374014317,7856.296712211236,5504.0204401988885
Incidence,Pennsylvania,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7566.320660689735,9211.95600694257,6103.40533555235
Incidence,Nebraska,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6702.733292110272,7939.716038849238,5605.854725362844
Incidence,Nebraska,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6990.740955737096,8543.994020728278,5567.368154501081
Incidence,Tennessee,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6913.804375920271,8242.429323600409,5755.034481170615
Incidence,Tennessee,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,7236.332785237019,8873.788414407829,5724.909163679019
Incidence,District of Columbia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7621.943948125036,9015.395616147756,6392.147752865833
Incidence,District of Columbia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,8041.535232828897,9956.13716562862,6495.987886823142
Incidence,Rhode Island,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6714.829061699901,7927.467974468564,5638.838270192748
Incidence,Rhode Island,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7032.744902252688,8693.666970261638,5581.568933888584
Incidence,Michigan,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6603.564999084688,7841.375016695458,5506.765049282783
Incidence,Michigan,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6896.862015434773,8447.889586522122,5529.669348181159
Incidence,Minnesota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,6984.095485994869,8348.671431200053,5787.527427335696
Incidence,Minnesota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,7275.576562782396,8986.719269636254,5763.0152855820015
Incidence,Iowa,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6671.517438763518,7878.075553935242,5594.962323362573
Incidence,Iowa,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2007,6878.775481046658,8417.186586196913,5492.344906281775
Incidence,Alaska,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7019.214560454458,8360.65102616294,5846.087220939644
Incidence,Alaska,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7457.063957290601,9025.457922229627,5888.325912230959
Incidence,Washington,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7200.307723969942,8461.55926898448,6040.768170398716
Incidence,Washington,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2008,7001.22431516907,8648.226646619027,5517.351679825747
Incidence,Mississippi,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2006,6796.665380005197,8019.4230375418365,5708.269335154339
